Variant ID,Previous Status,Current Status,Status Changed,Reason,Error Code,Source File,Source Sheet,Source Row
TAB-R10-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,10
TAB-R11-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,11
TAB-R11-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,11
TAB-R12-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,12
TAB-R12-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,12
TAB-R13-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,13
TAB-R14-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,14
TAB-R15-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,15
TAB-R16-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,16
TAB-R17-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,17
TAB-R18-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,18
TAB-R19-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,19
TAB-R20-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,20
TAB-R20-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,20
TAB-R21-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,21
TAB-R21-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,21
TAB-R22-SF_PLUS,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,22
TAB-R22-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,22
TAB-R23-SF_PLUS,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,23
TAB-R23-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,23
TAB-R24-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,24
TAB-R24-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,24
TAB-R25-SF_PLUS,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,25
TAB-R25-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,25
TAB-R26-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,26
TAB-R27-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,27
TAB-R28-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,28
TAB-R29-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,29
TAB-R30-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,30
TAB-R31-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,31
TAB-R32-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,32
TAB-R33-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,33
TAB-R34-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,34
TAB-R35-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,35
TAB-R36-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,36
TAB-R37-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,37
TAB-R38-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,38
TAB-R39-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,39
TAB-R40-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,40
TAB-R41-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,41
TAB-R42-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,42
TAB-R43-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,43
TAB-R44-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,44
TAB-R45-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,45
TAB-R46-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,46
TAB-R47-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,47
TAB-R48-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,48
TAB-R49-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,49
TAB-R50-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,50
TAB-R51-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,51
TAB-R52-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,52
TAB-R53-STANDARD_PAYMENT,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_RRP; MISSING_NET_PRICE,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,53
ACC-ERR-R70,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,70
ACC-ERR-R71,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,71
ACC-ERR-R72,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,72
ACC-ERR-R73,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,73
ACC-ERR-R74,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,74
ACC-ERR-R75,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,75
ACC-ERR-R76,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,76
ACC-ERR-R77,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,77
ACC-ERR-R78,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,78
ACC-ERR-R79,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,79
ACC-ERR-R80,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,80
ACC-ERR-R81,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,81
ACC-ERR-R82,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,82
ACC-ERR-R83,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,83
ACC-ERR-R84,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,84
ACC-ERR-R85,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,85
ACC-ERR-R86,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,86
ACC-ERR-R87,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,87
ACC-ERR-R88,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,88
ACC-ERR-R89,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,89
ACC-ERR-R90,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,90
ACC-ERR-R91,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,91
ACC-ERR-R92,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,92
ACC-ERR-R93,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,93
ACC-ERR-R94,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,94
ACC-ERR-R95,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,95
ACC-ERR-R96,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,96
ACC-ERR-R97,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,97
ACC-ERR-R98,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,98
ACC-ERR-R99,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,99
ACC-ERR-R100,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,100
ACC-ERR-R101,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,101
ACC-ERR-R102,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,102
ACC-ERR-R103,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,103
ACC-ERR-R104,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,104
ACC-ERR-R105,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,105
ACC-ERR-R106,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,106
ACC-ERR-R107,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,107
ACC-ERR-R108,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,108
ACC-ERR-R109,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,109
ACC-ERR-R110,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,110
ACC-ERR-R111,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,111
ACC-ERR-R112,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,112
ACC-ERR-R113,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,113
ACC-ERR-R114,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,114
ACC-ERR-R115,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,115
ACC-ERR-R116,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,116
ACC-ERR-R117,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,117
ACC-ERR-R118,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,118
ACC-ERR-R119,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,119
ACC-ERR-R120,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,120
ACC-ERR-R121,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,121
ACC-ERR-R122,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,122
ACC-ERR-R123,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,123
ACC-ERR-R124,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,SOURCE_FORMULA_ERROR,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,124
